FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,机组成员1,,,机组成员2,,
FB89,8/17/2019,3:35,SXA,8/17/2019,5:55,TGD,1,0,0,0,1,0
FB89,8/17/2019,6:10,TGD,8/17/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/17/2019,11:45,HUK,8/17/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/20/2019,0:05,HOM,8/20/2019,2:05,SXA,1,0,0,0,1,0
FB89,8/20/2019,3:35,SXA,8/20/2019,5:55,TGD,1,0,0,0,1,0
FB89,8/20/2019,6:10,TGD,8/20/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/20/2019,11:45,HUK,8/20/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/21/2019,0:05,HOM,8/21/2019,2:05,SXA,1,0,0,0,1,0
FB89,8/21/2019,3:35,SXA,8/21/2019,5:55,TGD,1,0,0,0,1,0
FB89,8/21/2019,6:10,TGD,8/21/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/21/2019,11:45,HUK,8/21/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/22/2019,0:05,HOM,8/22/2019,2:05,SXA,1,0,0,0,1,0
FB89,8/22/2019,3:35,SXA,8/22/2019,5:55,TGD,1,0,0,0,1,0
FB89,8/22/2019,6:10,TGD,8/22/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/22/2019,11:45,HUK,8/22/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/23/2019,0:05,HOM,8/23/2019,2:05,SXA,1,0,0,0,1,0
FB89,8/23/2019,3:35,SXA,8/23/2019,5:55,TGD,1,0,0,0,1,0
FB89,8/23/2019,6:10,TGD,8/23/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/23/2019,11:45,HUK,8/23/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/24/2019,0:05,HOM,8/24/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/24/2019,3:35,SXA,8/24/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/24/2019,6:10,TGD,8/24/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/24/2019,11:45,HUK,8/24/2019,14:15,HOM,1,0,0,0,1,0
FB1748,8/27/2019,0:05,HOM,8/27/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/27/2019,3:35,SXA,8/27/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/27/2019,6:10,TGD,8/27/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/27/2019,11:45,HUK,8/27/2019,14:15,HOM,1,0,0,0,1,0
FB1748,8/28/2019,0:05,HOM,8/28/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/28/2019,3:35,SXA,8/28/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/28/2019,6:10,TGD,8/28/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/28/2019,11:45,HUK,8/28/2019,14:15,HOM,1,0,0,0,1,0
FB1748,8/29/2019,0:05,HOM,8/29/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/29/2019,3:35,SXA,8/29/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/29/2019,6:10,TGD,8/29/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/29/2019,11:45,HUK,8/29/2019,14:15,HOM,1,0,0,0,1,0
FB1748,8/30/2019,0:05,HOM,8/30/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/30/2019,3:35,SXA,8/30/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/30/2019,6:10,TGD,8/30/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/30/2019,11:45,HUK,8/30/2019,14:15,HOM,1,0,0,0,1,0
FB1748,8/31/2019,0:05,HOM,8/31/2019,2:05,SXA,1,0,0,0,1,0
FB1748,8/31/2019,3:35,SXA,8/31/2019,5:55,TGD,1,0,0,0,1,0
FB1748,8/31/2019,6:10,TGD,8/31/2019,9:00,HUK,1,0,0,0,1,0
FB1748,8/31/2019,11:45,HUK,8/31/2019,14:15,HOM,1,0,0,0,1,0
FB1141,8/31/2019,14:40,HOM,8/31/2019,16:35,NOU,1,0,0,0,1,0
FB778,8/31/2019,16:55,NOU,8/31/2019,18:45,HOM,1,0,0,0,1,0
FB38,8/31/2019,19:00,HOM,8/31/2019,20:15,TGD,1,0,0,0,1,0
FB415,8/31/2019,20:15,TGD,8/31/2019,21:30,HOM,1,0,0,0,1,0
FB100,8/31/2019,21:35,HOM,8/31/2019,22:50,TGD,1,0,0,0,1,0
,任务环2,,,,,,,,,,,
,,,,,,,,,,,,
FB89,8/4/2019,6:10,TGD,8/4/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/4/2019,11:45,HUK,8/4/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/5/2019,7:00,HOM,8/5/2019,8:10,TGD,1,0,0,0,1,0
FB89,8/11/2019,6:10,TGD,8/11/2019,9:00,HUK,1,0,0,0,1,0
FB239,8/11/2019,11:45,HUK,8/11/2019,14:15,HOM,1,0,0,0,1,0
FB239,8/12/2019,7:00,HOM,8/12/2019,8:10,TGD,1,0,0,0,1,0
FB239,8/18/2019,6:10,TGD,8/18/2019,9:00,HUK,1,0,0,0,1,0
FB94,8/18/2019,11:45,HUK,8/18/2019,14:15,HOM,1,0,0,0,1,0
FB94,8/19/2019,7:00,HOM,8/19/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/25/2019,6:10,TGD,8/25/2019,9:00,HUK,1,0,0,0,1,0
FB94,8/25/2019,11:45,HUK,8/25/2019,14:15,HOM,1,0,0,0,1,0
FB240,8/26/2019,7:00,HOM,8/26/2019,8:10,TGD,1,0,0,0,1,0
FB240,8/27/2019,6:25,TGD,8/27/2019,8:15,FBX,1,0,0,0,1,0
FB244,8/28/2019,7:00,FBX,8/28/2019,8:40,TGD,1,0,0,0,1,0
FB693,8/29/2019,6:25,TGD,8/29/2019,8:15,FBX,1,0,0,0,1,0
FB1748,8/30/2019,7:00,FBX,8/30/2019,8:40,TGD,1,0,0,0,1,0
FB1748,8/31/2019,6:25,TGD,8/31/2019,8:15,FBX,1,0,0,0,1,0
FB1748,8/31/2019,9:00,FBX,8/31/2019,10:45,TGD,1,0,0,0,1,0
FB1748,8/31/2019,10:45,TGD,8/31/2019,12:20,BCJ,1,0,0,0,1,0
FB696,8/31/2019,13:00,BCJ,8/31/2019,14:40,TGD,1,0,0,0,1,0
FB645,8/31/2019,14:50,TGD,8/31/2019,16:30,XMJ,1,0,0,0,1,0
FB648,8/31/2019,17:20,XMJ,8/31/2019,19:05,TGD,1,0,0,0,1,0
,任务环3,,,,,,,,,,,
,,,,,,,,,,,,
FB89,8/5/2019,6:10,TGD,8/5/2019,9:00,HUK,1,0,0,0,1,0
FB89,8/5/2019,11:45,HUK,8/5/2019,14:15,HOM,1,0,0,0,1,0
FB89,8/6/2019,7:00,HOM,8/6/2019,8:10,TGD,1,0,0,0,1,0
FB89,8/12/2019,6:10,TGD,8/12/2019,9:00,HUK,1,0,0,0,1,0
FB239,8/12/2019,11:45,HUK,8/12/2019,14:15,HOM,1,0,0,0,1,0
FB239,8/13/2019,7:00,HOM,8/13/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/19/2019,6:10,TGD,8/19/2019,9:00,HUK,1,0,0,0,1,0
FB94,8/19/2019,11:45,HUK,8/19/2019,14:15,HOM,1,0,0,0,1,0
FB94,8/20/2019,7:00,HOM,8/20/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/26/2019,6:10,TGD,8/26/2019,9:00,HUK,1,0,0,0,1,0
FB240,8/26/2019,11:45,HUK,8/26/2019,14:15,HOM,1,0,0,0,1,0
FB240,8/27/2019,7:00,HOM,8/27/2019,8:10,TGD,1,0,0,0,1,0
FB281,8/28/2019,6:25,TGD,8/28/2019,8:15,FBX,1,0,0,0,1,0
FB282,8/29/2019,7:00,FBX,8/29/2019,8:40,TGD,1,0,0,0,1,0
FB1748,8/30/2019,6:25,TGD,8/30/2019,8:15,FBX,1,0,0,0,1,0
FB1748,8/31/2019,7:00,FBX,8/31/2019,8:40,TGD,1,0,0,0,1,0
FB1748,8/31/2019,8:50,TGD,8/31/2019,10:05,OXU,1,0,0,0,1,0
FB1748,8/31/2019,10:50,OXU,8/31/2019,12:05,TGD,1,0,0,0,1,0
FB535,8/31/2019,12:05,TGD,8/31/2019,13:25,OAX,1,0,0,0,1,0
FB536,8/31/2019,14:10,OAX,8/31/2019,15:30,TGD,1,0,0,0,1,0
FB1103,8/31/2019,15:30,TGD,8/31/2019,17:00,HWJ,1,0,0,0,1,0
FB1104,8/31/2019,17:40,HWJ,8/31/2019,19:20,TGD,1,0,0,0,1,0
FB41,8/31/2019,19:20,TGD,8/31/2019,20:35,HOM,1,0,0,0,1,0
FB416,8/31/2019,20:55,HOM,8/31/2019,22:20,TGD,1,0,0,0,1,0
,任务环4,,,,,,,,,,,
,,,,,,,,,,,,
FB239,8/1/2019,6:25,TGD,8/1/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/2/2019,7:00,FBX,8/2/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/3/2019,6:25,TGD,8/3/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/4/2019,7:00,FBX,8/4/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/5/2019,6:25,TGD,8/5/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/6/2019,7:00,FBX,8/6/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/7/2019,6:25,TGD,8/7/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/8/2019,7:00,FBX,8/8/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/9/2019,6:25,TGD,8/9/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/10/2019,7:00,FBX,8/10/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/11/2019,6:25,TGD,8/11/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/12/2019,7:00,FBX,8/12/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/13/2019,6:25,TGD,8/13/2019,8:15,FBX,1,0,0,0,1,0
FB411,8/14/2019,7:00,FBX,8/14/2019,8:40,TGD,1,0,0,0,1,0
FB411,8/15/2019,6:25,TGD,8/15/2019,8:15,FBX,1,0,0,0,1,0
FB411,8/16/2019,7:00,FBX,8/16/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/17/2019,6:25,TGD,8/17/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/18/2019,7:00,FBX,8/18/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/19/2019,6:25,TGD,8/19/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/20/2019,7:00,FBX,8/20/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/21/2019,6:25,TGD,8/21/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/22/2019,7:00,FBX,8/22/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/23/2019,6:25,TGD,8/23/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/24/2019,7:00,FBX,8/24/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/25/2019,6:25,TGD,8/25/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/26/2019,7:00,FBX,8/26/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/27/2019,6:25,TGD,8/27/2019,7:35,HOM,1,0,0,0,1,0
FB240,8/28/2019,7:00,HOM,8/28/2019,8:10,TGD,1,0,0,0,1,0
FB240,8/29/2019,6:25,TGD,8/29/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/30/2019,7:00,HOM,8/30/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/31/2019,6:25,TGD,8/31/2019,7:35,HOM,1,0,0,0,1,0
FB2176,8/31/2019,7:50,HOM,8/31/2019,9:10,TGD,1,0,0,0,1,0
FB995,8/31/2019,9:20,TGD,8/31/2019,11:55,SXA,1,0,0,0,1,0
FB464,8/31/2019,12:00,SXA,8/31/2019,14:35,TGD,1,0,0,0,1,0
FB681,8/31/2019,14:55,TGD,8/31/2019,16:15,THJ,1,0,0,0,1,0
FB682,8/31/2019,17:00,THJ,8/31/2019,18:25,TGD,1,0,0,0,1,0
,任务环5,,,,,,,,,,,
,,,,,,,,,,,,
FB239,8/2/2019,6:25,TGD,8/2/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/3/2019,7:00,FBX,8/3/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/4/2019,6:25,TGD,8/4/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/5/2019,7:00,FBX,8/5/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/6/2019,6:25,TGD,8/6/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/7/2019,7:00,FBX,8/7/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/8/2019,6:25,TGD,8/8/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/9/2019,7:00,FBX,8/9/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/10/2019,6:25,TGD,8/10/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/11/2019,7:00,FBX,8/11/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/12/2019,6:25,TGD,8/12/2019,8:15,FBX,1,0,0,0,1,0
FB239,8/13/2019,7:00,FBX,8/13/2019,8:40,TGD,1,0,0,0,1,0
FB239,8/14/2019,6:25,TGD,8/14/2019,8:15,FBX,1,0,0,0,1,0
FB411,8/15/2019,7:00,FBX,8/15/2019,8:40,TGD,1,0,0,0,1,0
FB411,8/16/2019,6:25,TGD,8/16/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/17/2019,7:00,FBX,8/17/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/18/2019,6:25,TGD,8/18/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/19/2019,7:00,FBX,8/19/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/20/2019,6:25,TGD,8/20/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/21/2019,7:00,FBX,8/21/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/22/2019,6:25,TGD,8/22/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/23/2019,7:00,FBX,8/23/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/24/2019,6:25,TGD,8/24/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/25/2019,7:00,FBX,8/25/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/26/2019,6:25,TGD,8/26/2019,8:15,FBX,1,0,0,0,1,0
FB240,8/27/2019,7:00,FBX,8/27/2019,8:40,TGD,1,0,0,0,1,0
FB240,8/28/2019,6:25,TGD,8/28/2019,7:35,HOM,1,0,0,0,1,0
FB240,8/29/2019,7:00,HOM,8/29/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/30/2019,6:25,TGD,8/30/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/31/2019,7:00,HOM,8/31/2019,8:10,TGD,1,0,0,0,1,0
FB561,8/31/2019,8:10,TGD,8/31/2019,9:35,XNZ,1,0,0,0,1,0
FB564,8/31/2019,10:15,XNZ,8/31/2019,11:35,TGD,1,0,0,0,1,0
FB471,8/31/2019,11:35,TGD,8/31/2019,14:15,SXA,1,0,0,0,1,0
FB468,8/31/2019,14:20,SXA,8/31/2019,16:55,TGD,1,0,0,0,1,0
FB265,8/31/2019,17:00,TGD,8/31/2019,18:50,FBX,1,0,0,0,1,0
FB268,8/31/2019,19:10,FBX,8/31/2019,21:00,TGD,1,0,0,0,1,0
,任务环6,,,,,,,,,,,
,,,,,,,,,,,,
FB411,8/1/2019,6:25,TGD,8/1/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/2/2019,7:00,HOM,8/2/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/3/2019,6:25,TGD,8/3/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/4/2019,7:00,HOM,8/4/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/5/2019,6:25,TGD,8/5/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/7/2019,7:00,HOM,8/7/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/8/2019,6:25,TGD,8/8/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/9/2019,7:00,HOM,8/9/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/10/2019,6:25,TGD,8/10/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/11/2019,7:00,HOM,8/11/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/12/2019,6:25,TGD,8/12/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/14/2019,7:00,HOM,8/14/2019,8:10,TGD,1,0,0,0,1,0
FB985,8/15/2019,6:25,TGD,8/15/2019,7:35,HOM,1,0,0,0,1,0
FB985,8/16/2019,7:00,HOM,8/16/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/17/2019,6:25,TGD,8/17/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/18/2019,7:00,HOM,8/18/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/19/2019,6:25,TGD,8/19/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/21/2019,7:00,HOM,8/21/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/22/2019,6:25,TGD,8/22/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/23/2019,7:00,HOM,8/23/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/24/2019,6:25,TGD,8/24/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/25/2019,7:00,HOM,8/25/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/26/2019,6:25,TGD,8/26/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/27/2019,7:05,HOM,8/27/2019,8:20,TGD,1,0,0,0,1,0
FB94,8/28/2019,6:25,TGD,8/28/2019,7:30,HOM,1,0,0,0,1,0
FB412,8/29/2019,7:05,HOM,8/29/2019,8:20,TGD,1,0,0,0,1,0
FB412,8/30/2019,6:25,TGD,8/30/2019,7:30,HOM,1,0,0,0,1,0
FB412,8/31/2019,7:05,HOM,8/31/2019,8:20,TGD,1,0,0,0,1,0
FB641,8/31/2019,8:20,TGD,8/31/2019,10:00,XMJ,1,0,0,0,1,0
FB644,8/31/2019,10:45,XMJ,8/31/2019,12:30,TGD,1,0,0,0,1,0
FB555,8/31/2019,12:30,TGD,8/31/2019,13:50,TXD,1,0,0,0,1,0
FB556,8/31/2019,14:30,TXD,8/31/2019,15:55,TGD,1,0,0,0,1,0
FB1895,8/31/2019,15:55,TGD,8/31/2019,16:45,TAN,1,0,0,0,1,0
FB1896,8/31/2019,17:20,TAN,8/31/2019,18:20,TGD,1,0,0,0,1,0
FB387,8/31/2019,18:25,TGD,8/31/2019,19:45,YKJ,1,0,0,0,1,0
FB390,8/31/2019,20:25,YKJ,8/31/2019,21:55,TGD,1,0,0,0,1,0
,任务环7,,,,,,,,,,,
,,,,,,,,,,,,
FB985,8/1/2019,6:25,TGD,8/1/2019,7:30,HOM,1,0,0,0,1,0
FB411,8/3/2019,7:00,HOM,8/3/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/4/2019,6:25,TGD,8/4/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/8/2019,7:00,HOM,8/8/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/9/2019,6:25,TGD,8/9/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/10/2019,7:00,HOM,8/10/2019,8:10,TGD,1,0,0,0,1,0
FB411,8/11/2019,6:25,TGD,8/11/2019,7:35,HOM,1,0,0,0,1,0
FB411,8/15/2019,7:00,HOM,8/15/2019,8:10,TGD,1,0,0,0,1,0
FB985,8/16/2019,6:25,TGD,8/16/2019,7:35,HOM,1,0,0,0,1,0
FB985,8/17/2019,7:00,HOM,8/17/2019,8:10,TGD,1,0,0,0,1,0
FB985,8/18/2019,6:25,TGD,8/18/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/22/2019,7:00,HOM,8/22/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/23/2019,6:25,TGD,8/23/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/24/2019,7:00,HOM,8/24/2019,8:10,TGD,1,0,0,0,1,0
FB94,8/25/2019,6:25,TGD,8/25/2019,7:35,HOM,1,0,0,0,1,0
FB94,8/26/2019,7:05,HOM,8/26/2019,8:20,TGD,1,0,0,0,1,0
FB94,8/27/2019,6:25,TGD,8/27/2019,7:30,HOM,1,0,0,0,1,0
FB94,8/28/2019,7:05,HOM,8/28/2019,8:20,TGD,1,0,0,0,1,0
FB412,8/29/2019,6:25,TGD,8/29/2019,7:30,HOM,1,0,0,0,1,0
FB412,8/30/2019,7:05,HOM,8/30/2019,8:20,TGD,1,0,0,0,1,0
FB412,8/31/2019,6:25,TGD,8/31/2019,7:30,HOM,1,0,0,0,1,0
FB14,8/31/2019,7:30,HOM,8/31/2019,8:45,TGD,1,0,0,0,1,0
FB747,8/31/2019,8:55,TGD,8/31/2019,9:50,GOQ,1,0,0,0,1,0
FB748,8/31/2019,10:40,GOQ,8/31/2019,11:45,TGD,1,0,0,0,1,0
FB91,8/31/2019,11:55,TGD,8/31/2019,14:45,HUK,1,0,0,0,1,0
FB92,8/31/2019,15:30,HUK,8/31/2019,18:25,TGD,1,0,0,0,1,0
,任务环8,,,,,,,,,,,
,,,,,,,,,,,,
FB411,8/2/2019,6:25,TGD,8/2/2019,7:35,HOM,1,0,0,0,1,0
FB985,8/3/2019,7:05,HOM,8/3/2019,8:20,TGD,1,0,0,0,1,0
FB411,8/4/2019,6:25,TGD,8/4/2019,7:30,HOM,1,0,0,0,1,0
FB985,8/5/2019,7:05,HOM,8/5/2019,8:20,TGD,1,0,0,0,1,0
FB985,8/6/2019,6:25,TGD,8/6/2019,7:35,HOM,1,0,0,0,1,0
FB985,8/7/2019,7:05,HOM,8/7/2019,8:20,TGD,1,0,0,0,1,0
FB411,8/8/2019,6:25,TGD,8/8/2019,7:30,HOM,1,0,0,0,1,0
FB985,8/9/2019,7:05,HOM,8/9/2019,8:20,TGD,1,0,0,0,1,0
FB985,8/10/2019,6:25,TGD,8/10/2019,7:30,HOM,1,0,0,0,1,0
FB411,8/11/2019,7:05,HOM,8/11/2019,8:20,TGD,1,0,0,0,1,0
FB985,8/12/2019,6:25,TGD,8/12/2019,7:30,HOM,1,0,0,0,1,0
FB985,8/13/2019,7:05,HOM,8/13/2019,8:20,TGD,1,0,0,0,1,0
FB985,8/14/2019,6:25,TGD,8/14/2019,7:35,HOM,1,0,0,0,1,0
FB293,8/15/2019,7:05,HOM,8/15/2019,8:20,TGD,1,0,0,0,1,0
FB293,8/16/2019,6:25,TGD,8/16/2019,7:30,HOM,1,0,0,0,1,0
FB412,8/17/2019,7:05,HOM,8/17/2019,8:20,TGD,1,0,0,0,1,0
FB412,8/18/2019,6:25,TGD,8/18/2019,7:30,HOM,1,0,0,0,1,0
FB412,8/19/2019,7:05,HOM,8/19/2019,8:20,TGD,1,0,0,0,1,0
